TopographyDrainage,RiverManagement,Deforestation,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,WetlandLoss,InadequatePlanning,PoliticalFactors,rainfall_today,rainfall_last_3_days,rainfall_last_7_days,flood_reports_24h,waste_reports_24h,population_density,elevation,river_distance,drainage_score,climate_stress_index,drainage_risk_index,development_pressure,ecological_pressure,preparedness_gap,infrastructure_decay,agriculture_pressure,coastal_exposure,target
10,2,5,7,7,2,3,7,5,4,3,1,5,7,9,4,8,12,4,5,8,10,2,5,16,24,40,17,14,17,5,5,51.5
5,5,1,4,3,6,7,9,4,4,4,5,11,4,6,8,13,21,8,10,10,5,5,10,40,24,100,20,13,14,13,4,60.5
5,1,4,4,4,4,3,5,3,12,4,6,1,5,2,3,9,12,3,2,2,5,1,1,18,11,4,21,10,12,7,3,38.5
6,4,9,4,5,5,1,7,6,6,3,3,2,7,7,1,4,5,1,7,4,6,4,7,3,21,28,20,14,15,6,6,48.5
3,3,4,7,7,2,3,8,7,5,5,2,5,7,3,2,6,8,2,5,4,3,3,8,8,21,20,19,15,12,5,7,47.0
5,4,7,3,9,8,7,4,9,3,7,4,5,6,5,6,14,20,6,5,2,5,4,7,48,19,10,22,10,18,15,9,56.99999999999999
6,7,4,5,3,5,5,7,11,7,4,5,5,7,5,5,10,15,5,5,5,6,7,7,25,25,25,20,14,13,10,11,56.49999999999999
5,8,9,2,10,1,4,5,6,4,5,4,7,5,4,6,12,18,6,6,5,5,8,3,36,18,30,25,10,18,5,6,52.5
9,7,5,7,6,4,6,3,5,6,7,7,4,7,6,2,11,13,2,4,12,9,7,2,18,25,48,22,10,19,10,5,59.0
6,4,2,8,4,8,6,12,4,5,6,7,3,7,10,5,11,16,5,6,6,6,4,8,30,26,36,16,19,21,14,4,61.5
3,7,6,5,2,1,2,7,5,5,1,3,3,4,2,4,6,10,4,5,6,3,7,7,8,22,30,15,11,7,3,5,40.0
4,9,7,6,6,4,4,8,3,3,6,7,4,6,2,5,9,14,5,5,2,4,9,9,20,28,10,20,14,15,8,3,52.0
8,3,6,8,3,5,3,7,8,7,5,4,4,9,7,5,7,12,5,3,2,8,3,8,10,27,6,22,16,14,8,8,53.5
5,4,7,3,5,9,3,4,5,3,5,1,3,3,2,3,5,8,3,7,4,5,4,7,6,19,28,18,7,8,12,5,42.5
4,3,5,2,7,7,7,7,3,6,2,8,6,3,6,10,18,28,10,6,5,4,3,5,80,14,30,19,10,21,14,3,55.00000000000001
8,7,3,3,4,6,5,9,4,2,3,3,5,5,4,10,14,24,10,6,2,8,7,7,40,25,12,13,14,11,11,4,50.0
5,2,4,7,5,7,5,4,7,6,5,5,4,8,7,4,5,9,4,5,7,5,2,5,4,19,35,19,12,17,12,7,51.5
6,7,2,5,4,4,6,4,6,13,4,8,1,7,6,8,12,20,8,3,2,6,7,4,32,22,6,20,11,18,10,6,52.0
4,4,10,3,7,1,6,2,1,3,2,7,5,8,7,5,7,12,5,8,2,4,4,3,10,14,16,20,10,21,7,1,45.0
2,4,6,5,3,7,4,7,7,8,5,2,1,1,6,5,13,18,5,5,4,2,4,7,40,18,20,20,8,11,11,7,48.5
5,1,4,10,6,3,4,5,4,4,4,3,7,5,5,7,10,17,7,6,3,5,1,4,21,20,18,19,10,14,7,4,46.5
5,4,7,5,4,9,5,8,7,9,4,2,5,8,6,8,13,21,8,5,6,5,4,1,40,15,30,25,16,12,14,7,56.49999999999999
5,5,10,6,2,3,3,8,5,3,4,5,3,13,7,1,6,7,1,4,6,5,5,3,5,19,24,20,21,14,6,5,50.5
7,3,4,4,5,5,6,3,4,6,5,8,4,10,4,5,8,13,5,10,5,7,3,4,15,18,50,19,13,17,11,4,52.5
5,4,6,8,4,6,2,2,6,4,4,2,1,6,13,4,9,13,4,7,8,5,4,6,20,23,56,15,8,19,8,6,51.5
3,4,2,6,6,5,5,2,3,7,5,1,5,1,5,8,11,19,8,5,3,3,4,4,24,17,15,19,3,12,10,3,41.5
3,6,9,11,7,6,3,3,3,7,4,3,2,3,5,9,15,24,9,4,9,3,6,10,54,30,36,22,6,15,9,3,56.49999999999999
4,9,8,9,4,3,12,9,2,3,7,6,7,8,3,8,12,20,8,5,7,4,9,6,32,28,35,25,17,13,15,2,62.0
4,3,2,5,7,4,10,7,5,3,4,4,9,6,6,0,3,3,0,9,5,4,3,6,0,18,45,18,13,17,14,5,51.0
3,0,4,3,3,4,6,1,7,8,3,7,1,2,4,5,9,14,5,6,6,3,0,3,20,9,36,16,3,14,10,7,40.0
8,5,4,4,5,8,7,4,2,7,6,9,4,5,8,4,7,11,4,3,5,8,5,3,12,20,15,21,9,22,15,2,52.0
2,9,3,4,2,1,6,6,6,8,7,5,5,3,6,5,12,17,5,8,6,2,9,6,35,21,48,23,9,13,7,6,52.5
5,9,0,9,6,4,4,5,8,4,7,8,6,6,5,3,9,12,3,9,4,5,9,6,18,29,36,17,11,19,8,8,56.99999999999999
3,4,5,5,2,7,6,3,3,7,2,3,5,7,4,3,10,13,3,6,5,3,4,3,21,15,30,19,10,9,13,3,45.0
4,4,5,4,7,7,7,10,9,3,8,4,2,8,4,9,13,22,9,4,4,4,4,3,36,15,16,18,18,15,14,9,55.00000000000001
2,5,1,3,11,1,4,7,5,2,0,4,5,6,5,4,7,11,4,3,2,2,5,3,12,13,6,8,13,20,5,5,38.0
6,6,8,7,4,6,4,5,4,4,9,3,4,7,6,6,7,13,6,3,3,6,6,3,6,22,9,25,12,13,10,4,49.5
7,4,6,6,4,4,7,4,1,6,3,7,6,5,3,6,12,18,6,4,2,7,4,5,36,22,8,21,9,14,11,1,48.0
2,5,7,4,7,9,2,4,4,2,6,2,5,5,2,5,9,14,5,4,5,2,5,4,20,15,20,20,9,11,11,4,44.0
3,1,4,4,3,6,4,1,4,2,6,7,4,6,2,4,6,10,4,6,9,3,1,5,8,13,54,16,7,12,10,4,41.5
3,5,5,5,5,2,10,5,2,6,4,9,5,1,3,7,12,19,7,4,7,3,5,6,35,19,28,20,6,17,12,2,49.5
9,6,2,3,5,0,2,4,7,4,6,4,3,8,4,4,10,14,4,5,9,9,6,5,24,23,45,15,12,13,2,7,48.0
4,9,4,6,6,5,2,5,4,6,8,6,3,7,6,3,11,14,3,2,6,4,9,3,24,22,12,21,12,18,7,4,51.5
4,10,7,4,8,6,3,4,4,6,4,7,3,3,5,6,11,17,6,9,9,4,10,3,30,21,81,20,7,20,9,4,55.00000000000001
6,9,5,4,5,5,3,7,8,3,7,6,5,5,4,8,13,21,8,7,4,6,9,6,40,25,28,20,12,15,8,8,56.00000000000001
2,5,5,6,4,8,9,7,2,4,6,5,3,3,2,3,9,12,3,7,7,2,5,6,18,19,49,18,10,11,17,2,50.0
5,1,8,6,9,5,4,8,4,2,9,5,7,7,8,8,15,23,8,5,6,5,1,4,56,16,30,26,15,22,9,4,59.0
2,8,3,7,6,2,7,7,7,4,6,8,3,6,6,10,16,26,10,4,4,2,8,6,60,23,16,16,13,20,9,7,56.00000000000001
6,3,3,3,3,2,10,9,6,3,4,7,7,10,4,1,6,7,1,5,7,6,3,5,5,17,35,17,19,14,12,6,51.5
4,8,5,12,9,5,4,4,7,11,4,2,7,3,5,5,8,13,5,6,6,4,8,4,15,28,36,27,7,16,9,7,56.99999999999999
3,9,4,0,5,9,4,3,4,1,6,1,4,2,0,4,7,11,4,5,7,3,9,2,12,14,35,15,5,6,13,4,38.0
5,3,6,3,5,3,8,5,3,6,2,7,6,5,4,5,9,14,5,3,8,5,3,7,20,18,24,20,10,16,11,3,49.0
6,6,8,6,3,3,6,7,5,5,4,5,11,8,4,4,9,13,4,2,6,6,6,5,20,23,12,28,15,12,9,5,54.50000000000001
7,2,5,5,6,3,4,6,5,3,1,4,2,5,7,7,10,17,7,8,2,7,2,4,21,18,16,11,11,17,7,5,44.5
3,8,6,10,4,6,7,3,6,2,2,4,3,3,1,4,11,15,4,4,2,3,8,4,28,25,8,13,6,9,13,6,44.5
5,5,3,5,7,3,5,2,4,3,6,5,10,4,3,3,9,12,3,2,9,5,5,1,18,16,18,22,6,15,8,4,45.5
6,4,5,12,2,3,4,7,3,10,2,4,10,5,4,4,8,12,4,6,4,6,4,6,16,28,24,27,12,10,7,3,52.5
5,5,3,3,8,7,5,4,5,5,5,3,4,6,6,7,11,18,7,7,7,5,5,11,28,24,49,17,10,17,12,5,55.00000000000001
1,3,5,7,5,4,3,6,4,7,2,4,3,7,5,3,4,7,3,8,3,1,3,4,3,15,24,17,13,14,7,4,42.5
1,5,7,6,6,3,6,3,5,4,7,4,4,5,7,8,11,19,8,11,3,1,5,6,24,18,33,22,8,17,9,5,52.0
9,4,5,5,2,2,4,2,5,3,2,1,8,2,6,3,9,12,3,5,6,9,4,5,18,23,30,18,4,9,6,5,42.5
6,6,8,7,3,5,5,4,5,6,8,7,3,5,5,3,10,13,3,3,7,6,6,10,21,29,21,25,9,15,10,5,56.49999999999999
5,6,8,2,3,6,5,7,6,3,5,3,2,5,2,7,11,18,7,3,11,5,6,3,28,16,33,18,12,8,11,6,48.0
3,5,4,5,5,3,7,10,4,3,4,4,6,5,7,1,6,7,1,10,3,3,5,4,5,17,30,17,15,16,10,4,49.0
4,5,3,3,1,3,9,5,6,6,4,4,5,7,9,6,9,15,6,6,2,4,5,5,18,17,12,18,12,14,12,6,48.0
8,3,7,2,4,3,4,4,5,4,3,3,6,5,6,6,14,20,6,4,6,8,3,5,48,18,24,20,9,13,7,5,48.0
5,3,7,5,6,7,4,1,2,6,2,10,4,9,6,6,8,14,6,5,8,5,3,6,12,19,40,19,10,22,11,2,52.0
6,4,5,2,5,4,6,12,8,10,3,11,5,4,5,5,10,15,5,2,4,6,4,2,25,14,8,23,16,21,10,8,54.0
5,8,5,3,6,2,5,5,3,3,7,6,5,4,4,4,5,9,4,1,2,5,8,3,4,19,2,20,9,16,7,3,41.0
7,7,8,5,12,5,9,1,5,4,2,6,6,4,4,2,9,11,2,2,5,7,7,4,14,23,10,20,5,22,14,5,52.5
4,2,5,3,5,10,5,3,4,4,9,3,3,5,6,6,11,17,6,5,3,4,2,6,30,15,15,21,8,14,15,4,48.0
4,2,3,1,2,7,7,9,5,8,8,7,2,7,6,7,14,21,7,5,6,4,2,7,49,14,30,21,16,15,14,5,55.00000000000001
3,3,7,4,6,4,6,5,7,2,7,3,4,5,10,3,9,12,3,6,4,3,3,9,18,19,24,20,10,19,10,7,52.0
3,3,7,2,5,5,3,5,4,3,2,4,4,9,4,6,12,18,6,4,5,3,3,5,36,13,20,16,14,13,8,4,44.5
3,5,4,2,4,4,2,5,5,3,2,6,8,6,3,8,12,20,8,4,6,3,5,7,32,17,24,17,11,13,6,5,45.5
7,5,3,1,6,5,8,9,6,6,1,1,5,4,6,3,10,13,3,5,7,7,5,7,21,20,35,15,13,13,13,6,51.0
9,7,2,5,7,6,1,5,3,10,3,6,9,2,4,8,17,25,8,5,8,9,7,4,72,25,40,24,7,17,7,3,56.49999999999999
2,6,2,1,6,5,6,5,3,4,8,6,8,4,6,6,12,18,6,3,3,2,6,3,36,12,9,22,9,18,11,3,46.5
7,4,7,5,3,7,5,5,6,6,6,5,7,2,4,4,7,11,4,10,8,7,4,2,12,18,80,26,7,12,12,6,53.0
1,4,4,4,5,4,6,10,2,2,5,3,5,4,8,9,13,22,9,4,5,1,4,1,36,10,20,16,14,16,10,2,45.0
4,5,7,9,4,7,4,3,9,7,8,5,3,4,5,4,10,14,4,5,5,4,5,6,24,24,25,25,7,14,11,9,55.00000000000001
5,1,3,6,8,5,3,10,3,6,2,3,8,3,3,7,9,16,7,2,3,5,1,5,14,17,6,19,13,14,8,3,44.0
3,5,7,10,1,4,6,5,5,2,7,4,4,2,3,5,9,14,5,3,5,3,5,4,20,22,15,20,7,8,10,5,44.5
1,6,6,5,4,5,5,3,4,4,5,4,6,5,2,10,14,24,10,6,5,1,6,6,40,18,30,21,8,10,10,4,48.0
6,8,5,5,4,6,3,1,0,4,2,6,4,5,1,7,11,18,7,2,7,6,8,2,28,21,14,15,6,11,9,0,41.0
7,3,4,7,5,5,6,5,6,2,7,5,5,7,3,1,6,7,1,5,7,7,3,4,5,21,35,18,12,13,11,6,49.5
12,8,2,7,5,3,6,6,7,5,6,4,6,3,2,6,11,17,6,6,6,12,8,6,30,33,36,19,9,11,9,7,55.50000000000001
4,5,6,9,6,2,4,0,3,9,6,5,6,8,8,5,6,11,5,5,3,4,5,5,5,23,15,27,8,19,6,3,50.0
5,6,6,4,11,3,3,3,12,3,5,6,7,5,8,6,12,18,6,2,3,5,6,3,36,18,6,21,8,25,6,12,53.5
2,7,2,4,7,9,4,1,2,6,4,7,4,5,5,5,13,18,5,2,2,2,7,3,40,16,4,16,6,19,13,2,44.5
1,3,7,2,6,10,6,5,6,4,11,3,3,5,8,5,7,12,5,4,2,1,3,3,10,9,8,25,10,17,16,6,48.0
4,6,6,2,5,7,5,6,7,6,10,8,5,2,7,4,10,14,4,5,2,4,6,5,24,17,10,27,8,20,12,7,54.0
4,5,4,4,5,4,7,7,8,8,7,4,4,8,6,8,11,19,8,12,5,4,5,5,24,18,60,23,15,15,11,8,59.0
5,5,5,5,5,4,2,6,6,5,10,3,7,4,4,4,11,15,4,9,4,5,5,8,28,23,36,27,10,12,6,6,54.0
5,5,4,6,3,7,6,5,1,7,5,4,1,5,7,8,15,23,8,4,3,5,5,7,56,23,12,17,10,14,13,1,50.0
1,1,4,6,11,3,10,3,1,6,3,7,3,7,2,7,12,19,7,6,2,1,1,7,35,15,12,16,10,20,13,1,47.5
2,10,9,2,2,9,3,7,7,4,7,12,6,3,3,3,6,9,3,5,4,2,10,4,9,18,20,26,10,17,12,7,52.5
7,4,4,5,5,6,5,5,3,5,13,9,5,6,3,5,8,13,5,1,1,7,4,7,15,23,1,27,11,17,11,3,51.0
3,4,8,6,7,5,9,4,3,2,4,4,6,1,6,4,11,15,4,4,6,3,4,5,28,18,24,20,5,17,14,3,49.0
6,5,8,7,6,5,6,9,8,4,6,6,6,6,3,5,10,15,5,3,5,6,5,3,25,21,15,24,15,15,11,8,56.00000000000001
3,2,8,9,4,7,4,6,5,4,6,4,6,5,6,5,9,14,5,4,4,3,2,12,20,26,16,24,11,14,11,5,54.0
5,6,5,5,8,4,3,6,2,6,6,4,7,9,4,8,18,26,8,4,4,5,6,7,80,23,16,24,15,16,7,2,56.49999999999999
3,9,8,7,5,1,4,4,3,12,3,5,6,4,7,4,11,15,4,5,5,3,9,4,28,23,25,29,8,17,5,3,53.0
4,5,6,4,1,3,5,3,4,0,8,6,9,1,7,4,9,13,4,3,3,4,5,5,20,18,9,23,4,14,8,4,43.0
4,4,5,9,3,2,4,4,3,5,5,8,4,5,2,5,13,18,5,3,3,4,4,4,40,21,9,19,9,13,6,3,45.0
6,10,4,9,5,4,15,5,5,7,4,2,5,4,3,2,8,10,2,5,2,6,10,3,12,28,10,20,9,10,19,5,53.0
2,3,5,0,2,2,6,6,9,4,6,2,4,5,6,6,9,15,6,3,5,2,3,3,18,8,15,19,11,10,8,9,41.0
9,3,6,4,2,7,4,2,9,7,3,2,9,3,6,0,6,6,0,8,3,9,3,3,0,19,24,25,5,10,11,9,48.0
8,0,4,5,3,2,5,5,2,3,5,3,5,6,3,5,9,14,5,7,4,8,0,5,20,18,28,17,11,9,7,2,42.0
2,6,8,1,7,5,1,4,3,2,2,5,6,6,3,3,11,14,3,6,4,2,6,6,24,15,24,18,10,15,6,3,44.0
4,4,2,7,7,9,4,5,8,4,2,5,4,4,6,7,13,20,7,2,4,4,4,3,42,18,8,12,9,18,13,8,48.5
6,2,5,6,6,0,6,10,6,8,6,9,2,9,3,7,11,18,7,3,4,6,2,5,28,19,12,21,19,18,6,6,53.5
4,4,3,3,5,3,8,8,5,2,8,6,6,5,6,11,17,28,11,3,4,4,4,4,66,15,12,19,13,17,11,5,52.0
5,6,1,4,5,5,6,6,5,8,4,3,5,6,1,5,15,20,5,0,8,5,6,7,50,22,0,18,12,9,11,5,50.0
1,3,5,6,6,5,7,6,2,7,7,4,6,5,5,8,14,22,8,5,8,1,3,5,48,15,40,25,11,15,12,2,53.5
4,1,5,3,4,3,7,6,3,5,2,3,5,6,7,10,15,25,10,1,9,4,1,7,50,15,9,17,12,14,10,3,48.0
2,4,5,6,5,1,5,4,3,5,5,4,6,2,4,1,7,8,1,6,2,2,4,7,6,19,12,21,6,13,6,3,41.5
4,8,5,5,4,0,5,3,4,8,6,5,6,4,5,2,4,6,2,0,5,4,8,4,4,21,0,25,7,14,5,4,42.5
5,5,6,7,5,8,2,8,4,2,2,4,4,4,6,6,10,16,6,5,2,5,5,6,24,23,10,14,12,15,10,4,47.5
0,4,12,7,8,4,6,2,3,6,4,9,6,4,8,7,10,17,7,7,2,0,4,5,21,16,14,28,6,25,10,3,53.5
3,2,10,8,5,3,3,2,8,6,2,2,6,2,8,6,9,15,6,6,7,3,2,0,18,13,42,24,4,15,6,8,46.0
3,5,6,4,8,7,5,9,6,7,5,4,1,3,3,4,8,12,4,3,3,3,5,5,16,17,9,19,12,15,12,6,47.5
5,8,5,3,2,3,3,9,4,4,6,8,3,3,6,9,14,23,9,7,5,5,8,4,45,20,35,18,12,16,6,4,51.0
2,5,5,4,4,7,5,4,6,6,10,4,6,7,4,3,7,10,3,5,2,2,5,6,12,17,10,27,11,12,12,6,49.5
5,7,6,5,3,1,8,4,2,5,9,10,5,2,3,7,14,21,7,3,4,5,7,7,49,24,12,25,6,16,9,2,51.5
7,3,8,5,5,7,3,7,7,7,7,7,6,5,4,6,11,17,6,4,7,7,3,3,30,18,28,28,12,16,10,7,56.49999999999999
7,3,3,6,3,5,4,1,11,9,2,6,6,4,4,2,7,9,2,8,9,7,3,4,10,20,72,20,5,13,9,11,51.0
8,2,4,3,6,1,3,7,5,4,4,8,5,5,5,6,10,16,6,5,4,8,2,6,24,19,20,17,12,19,4,5,47.5
9,9,4,4,7,10,3,4,5,3,6,4,4,4,5,9,13,22,9,5,5,9,9,8,36,30,25,17,8,16,13,5,56.00000000000001
4,6,3,4,6,5,4,5,5,3,5,6,6,2,11,3,8,11,3,7,8,4,6,4,15,18,56,17,7,23,9,5,51.0
8,6,3,6,3,2,9,3,5,2,2,3,4,4,8,5,12,17,5,2,1,8,6,8,35,28,2,11,7,14,11,5,45.5
4,9,1,6,7,6,9,4,5,7,5,2,8,5,2,8,12,20,8,5,5,4,9,5,32,24,25,21,9,11,15,5,53.5
5,3,4,5,2,2,3,3,8,6,10,4,2,7,7,7,21,28,7,4,2,5,3,11,98,24,8,22,10,13,5,8,54.50000000000001
3,4,2,3,2,5,3,10,2,5,4,4,6,13,4,3,7,10,3,7,1,3,4,4,12,14,7,17,23,10,8,2,44.5
5,3,6,8,8,7,5,11,4,6,6,3,5,5,8,4,7,11,4,3,1,5,3,6,12,22,3,23,16,19,12,4,53.5
6,6,4,1,5,9,3,4,1,9,4,6,2,3,6,4,10,14,4,6,5,6,6,4,24,17,30,19,7,17,12,1,47.0
2,4,6,6,7,11,4,2,4,1,4,2,4,4,8,3,11,14,3,3,6,2,4,8,24,20,18,15,6,17,15,4,48.5
5,2,10,4,4,3,5,2,4,4,3,3,4,5,3,3,11,14,3,5,4,5,2,2,24,13,20,21,7,10,8,4,41.5
3,6,2,1,5,1,4,10,8,7,4,6,3,5,7,5,9,14,5,2,7,3,6,4,20,14,14,16,15,18,5,8,47.0
9,4,2,8,3,7,2,5,4,7,5,7,10,6,1,5,11,16,5,3,4,9,4,8,30,29,12,24,11,11,9,4,53.0
11,6,5,10,8,7,2,10,2,5,8,5,3,7,1,8,11,19,8,7,10,11,6,4,24,31,70,21,17,14,9,2,61.0
7,7,3,6,4,5,3,7,6,4,5,5,10,3,9,5,13,18,5,2,4,7,7,5,40,25,8,22,10,18,8,6,54.0
2,3,4,2,4,8,3,5,5,3,6,7,8,3,6,7,11,18,7,3,6,2,3,8,28,15,18,21,8,17,11,5,48.5
4,4,6,4,7,11,6,6,4,6,9,2,6,8,8,4,8,12,4,6,9,4,4,4,16,16,54,27,14,17,17,4,59.0
4,5,5,6,6,11,5,5,5,5,11,2,4,4,9,3,9,12,3,3,7,4,5,5,18,20,21,25,9,17,16,5,55.50000000000001
3,8,12,3,9,2,5,8,5,5,10,5,2,3,8,2,11,13,2,7,2,3,8,2,18,16,14,29,11,22,7,5,55.00000000000001
6,8,5,1,7,6,1,9,3,2,1,5,7,0,6,2,7,9,2,6,2,6,8,3,10,18,12,15,9,18,7,3,42.5
4,2,5,2,4,8,3,4,6,4,1,1,6,5,4,5,8,13,5,2,5,4,2,5,15,13,10,16,9,9,11,6,39.5
2,6,2,6,0,7,4,3,7,5,2,2,10,1,9,5,10,15,5,6,7,2,6,3,25,17,42,19,4,11,11,7,46.0
5,1,3,4,8,4,3,2,7,5,6,6,6,5,2,3,5,8,3,3,6,5,1,4,6,14,18,20,7,16,7,7,42.5
3,12,8,5,11,6,1,8,7,4,6,3,5,6,7,1,13,14,1,9,3,3,12,4,12,24,27,23,14,21,7,7,60.5
5,3,6,3,6,2,4,4,4,4,9,5,7,12,3,9,14,23,9,3,6,5,3,4,45,15,18,26,16,14,6,4,52.0
6,4,3,0,5,5,2,7,5,4,3,10,7,6,3,7,12,19,7,2,11,6,4,3,35,13,22,17,13,18,7,5,49.0
5,5,7,4,0,3,3,5,5,2,3,4,3,4,3,6,11,17,6,7,7,5,5,3,30,17,49,15,9,7,6,5,42.0
4,3,7,4,4,6,5,7,7,7,8,5,3,4,5,3,9,12,3,4,4,4,3,4,18,15,16,25,11,14,11,7,50.0
5,3,5,3,8,6,8,3,5,9,3,3,8,3,3,8,12,20,8,9,3,5,3,6,32,17,27,25,6,14,14,5,52.5
8,4,2,6,8,3,5,3,3,8,6,8,9,8,5,3,9,12,3,3,5,8,4,4,18,22,15,25,11,21,8,3,53.5
4,3,5,3,6,7,7,4,4,3,8,4,2,6,2,2,5,7,2,5,4,4,3,5,6,15,20,18,10,12,14,4,43.5
10,3,5,4,6,10,8,5,7,6,1,10,4,3,10,6,8,14,6,2,5,10,3,1,12,18,10,16,8,26,18,7,54.0
5,5,4,3,9,4,5,7,6,3,1,3,2,7,4,3,9,12,3,9,8,5,5,6,18,19,72,10,14,16,9,6,50.0
5,4,2,6,3,5,7,3,3,6,4,5,3,5,6,2,10,12,2,5,4,5,4,4,16,19,20,15,8,14,12,3,45.0
3,5,4,6,7,5,4,4,4,5,9,5,4,5,7,8,14,22,8,5,8,3,5,1,48,15,40,22,9,19,9,4,52.5
6,7,4,6,7,6,3,5,4,4,5,5,5,7,1,3,8,11,3,6,2,6,7,6,15,25,12,18,12,13,9,4,48.5
2,6,4,3,5,3,3,6,4,4,10,3,5,4,4,4,6,10,4,3,5,2,6,7,8,18,15,23,10,12,6,4,43.5
5,8,6,8,2,7,5,10,6,1,2,2,6,4,2,7,12,19,7,4,4,5,8,5,35,26,16,15,14,6,12,6,49.5
3,8,10,5,3,2,8,2,4,4,4,5,6,5,7,7,15,22,7,4,2,3,8,7,56,23,8,24,7,15,10,4,52.0
5,2,2,4,6,9,5,6,9,1,5,7,2,4,4,6,8,14,6,9,5,5,2,4,12,15,45,10,10,17,14,9,48.5
6,5,2,10,6,8,10,4,2,2,6,1,3,3,6,3,10,13,3,5,7,6,5,6,21,27,35,13,7,13,18,2,51.0
2,3,3,5,1,8,3,7,6,3,5,1,5,5,5,5,8,13,5,2,4,2,3,5,15,15,8,16,12,7,11,6,40.5
6,10,4,7,9,9,1,9,4,5,4,5,1,2,5,2,7,9,2,7,1,6,10,4,10,27,7,14,11,19,10,4,50.0
7,4,4,4,6,4,9,1,7,4,4,6,3,6,9,6,15,21,6,1,6,7,4,4,54,19,6,15,7,21,13,7,52.0
3,4,10,11,5,1,6,6,4,5,2,3,4,1,5,6,15,21,6,6,5,3,4,2,54,20,30,21,7,13,7,4,49.0
4,4,7,4,8,7,5,2,7,2,5,4,4,6,9,4,9,13,4,5,3,4,4,11,20,23,15,18,8,21,12,7,53.0
6,4,3,3,7,2,3,5,4,6,3,9,7,3,6,3,8,11,3,6,5,6,4,4,15,17,30,19,8,22,5,4,47.0
4,5,4,4,2,10,5,4,4,6,7,5,1,4,4,6,11,17,6,5,3,4,5,4,30,17,15,18,8,11,15,4,46.0
5,4,7,6,2,3,9,0,4,1,3,4,8,6,6,9,18,27,9,2,4,5,4,1,81,16,8,19,6,12,12,4,46.5
5,6,4,3,2,6,3,6,4,3,6,7,2,7,5,2,5,7,2,4,5,5,6,12,6,26,20,15,13,14,9,4,47.5
7,4,4,4,6,3,5,7,4,5,2,5,4,6,2,4,8,12,4,4,4,7,4,7,16,22,16,15,13,13,8,4,45.5
3,4,4,6,4,5,4,3,2,8,3,6,4,2,3,6,10,16,6,6,7,3,4,2,24,15,42,19,5,13,9,2,43.0
8,8,3,6,6,5,6,3,2,7,7,5,4,2,4,4,12,16,4,3,4,8,8,6,32,28,12,21,5,15,11,2,50.5
9,6,4,7,2,5,3,7,3,5,3,5,8,3,7,3,8,11,3,3,3,9,6,5,15,27,9,20,10,14,8,3,48.0
5,5,6,5,3,4,5,5,7,3,4,5,4,9,9,9,15,24,9,3,10,5,5,2,54,17,30,17,14,17,9,7,54.50000000000001
3,4,4,4,6,8,6,4,4,2,4,7,3,4,4,5,8,13,5,3,5,3,4,7,15,18,15,13,8,17,14,4,45.0
4,3,1,6,5,6,7,2,7,8,3,6,5,2,3,3,7,10,3,4,3,4,3,7,12,20,12,17,4,14,13,7,44.5
5,2,5,6,3,8,5,1,5,6,2,3,4,3,2,7,17,24,7,5,7,5,2,7,70,20,35,17,4,8,13,5,48.0
6,1,4,5,6,8,7,6,5,3,9,6,4,3,7,4,6,10,4,7,8,6,1,5,8,17,56,20,9,19,15,5,53.0
3,9,7,9,4,6,4,4,6,6,2,5,6,4,8,6,13,19,6,3,3,3,9,5,42,26,9,21,8,17,10,6,53.5
5,6,8,4,5,4,1,6,4,9,2,7,7,5,5,9,11,20,9,6,1,5,6,5,18,20,6,26,11,17,5,4,50.5
3,7,5,7,7,3,6,11,4,4,5,5,8,7,4,5,12,17,5,5,5,3,7,5,35,22,25,22,18,16,9,4,56.49999999999999
3,2,8,2,3,6,2,3,7,4,6,7,5,7,4,4,12,16,4,2,0,3,2,2,32,9,0,23,10,14,8,7,42.5
1,2,7,6,7,10,6,5,1,4,5,10,4,5,3,7,13,20,7,5,6,1,2,6,42,15,30,20,10,20,16,1,53.0
6,6,4,6,4,1,3,11,6,4,6,5,6,7,7,9,16,25,9,4,7,6,6,4,63,22,28,20,18,16,4,6,56.49999999999999
5,5,4,3,4,4,3,5,4,7,2,5,6,7,5,4,6,10,4,7,5,5,5,3,8,16,35,19,12,14,7,4,45.0
6,5,3,5,4,5,9,7,3,4,10,0,2,7,2,2,10,12,2,4,9,6,5,7,16,23,36,19,14,6,14,3,51.0
2,4,7,4,7,4,6,7,7,8,4,4,6,5,3,5,8,13,5,5,8,2,4,3,15,13,40,25,12,14,10,7,51.0
4,4,5,3,10,6,1,4,3,4,4,2,6,10,6,2,9,11,2,6,6,4,4,8,14,19,36,19,14,18,7,3,50.5
3,5,7,5,2,9,4,8,4,9,7,4,8,2,7,5,13,18,5,9,4,3,5,0,40,13,36,31,10,13,13,4,55.00000000000001
9,5,4,5,7,6,8,7,2,5,7,1,3,2,4,8,15,23,8,4,7,9,5,5,56,24,28,19,9,12,14,2,53.0
9,4,1,3,6,3,3,3,6,6,4,9,6,3,5,6,10,16,6,4,2,9,4,5,24,21,8,17,6,20,6,6,46.0
2,9,1,9,2,4,2,7,7,5,0,4,6,6,5,6,11,17,6,3,5,2,9,10,30,30,15,12,13,11,6,7,49.0
